id,name,post_code,country,lat,lon
531,Dortmund,44269,Germany,51.504225397481,7.48365411122495
532,Dortmund,44287,Germany,51.504225397481,7.48365411122495
533,Dortmund,44289,Germany,51.504225397481,7.48365411122495
534,Dortmund,44227,Germany,51.504225397481,7.48365411122495
535,Dortmund,44229,Germany,51.504225397481,7.48365411122495
536,Dortmund,44225,Germany,51.504225397481,7.48365411122495
537,Dortmund,44388,Germany,51.504225397481,7.48365411122495
538,Dortmund,44379,Germany,51.504225397481,7.48365411122495
539,Dortmund,44369,Germany,51.504225397481,7.48365411122495
540,Dortmund,44319,Germany,51.504225397481,7.48365411122495
541,Dortmund,44309,Germany,51.504225397481,7.48365411122495
542,Dortmund,44359,Germany,51.504225397481,7.48365411122495
543,Dortmund,44357,Germany,51.504225397481,7.48365411122495
544,Dortmund,44339,Germany,51.504225397481,7.48365411122495
545,Dortmund,44328,Germany,51.504225397481,7.48365411122495
546,Dortmund,44329,Germany,51.504225397481,7.48365411122495
547,Essen,45121,Germany,51.4624880801468,7.00864483062742
548,Essen,45309,Germany,51.4624880801468,7.00864483062742
549,Essen,45307,Germany,51.4624880801468,7.00864483062742
550,Essen,45329,Germany,51.4624880801468,7.00864483062742
551,Essen,45326,Germany,51.4624880801468,7.00864483062742
552,Essen,45327,Germany,51.4624880801468,7.00864483062742
553,Essen,45359,Germany,51.4624880801468,7.00864483062742
554,Essen,45357,Germany,51.4624880801468,7.00864483062742
555,Essen,45355,Germany,51.4624880801468,7.00864483062742
556,Essen,45356,Germany,51.4624880801468,7.00864483062742
557,Essen,45259,Germany,51.4624880801468,7.00864483062742
558,Essen,45257,Germany,51.4624880801468,7.00864483062742
559,Essen,45279,Germany,51.4624880801468,7.00864483062742
560,Essen,45276,Germany,51.4624880801468,7.00864483062742
